,Class 1,Class 2,Class 3
ASC (Train),0.0,0.0,0.0
ASC (Car),-0.6338439583778381,-1.6358522176742554,2.473822593688965
Travel Time,-3.3434410095214844,-0.11000367254018784,-1.5539658069610596
Travel Cost,-0.046217989176511765,-0.09349781274795532,-8.049848556518555
Class Share,0.34081608057022095,0.15570412576198578,0.5034795999526978
VOT (CHF/min),902.7038811374994,14.681432221397815,2.40888706537713
