param,index,value
beta_raw,"0,0",-0.9920920729637146
beta_raw,"0,1",-1.105577826499939
beta_raw,"1,0",1.1181973218917847
beta_raw,"1,1",10.621421813964844
asc_raw,"0,0",-0.8779714107513428
asc_raw,"0,1",-3.16825008392334
asc_raw,"1,0",-1.5198538303375244
asc_raw,"1,1",0.6910772323608398
gamma,"0,0",0.3644392490386963
gamma,"0,1",-0.3841915726661682
gamma,"0,2",-0.2212296426296234
gamma,"0,3",1.6279442310333252
gamma,"0,4",0.0003923424519598484
gamma,"0,5",0.03425068408250809
gamma,"0,6",0.24749185144901276
gamma,"0,7",0.02687005326151848
gamma,"0,8",-0.33164194226264954
gamma,"0,9",-0.46201804280281067
gamma,"0,10",0.7266327738761902
gamma,"0,11",0.19643469154834747
gamma,"0,12",0.676483690738678
gamma,"0,13",0.3144964575767517
gamma,"0,14",-0.8736593723297119
gamma,"0,15",-2.2351152896881104
