param,index,value
kappa,0,0.04024599865078926
lengthscale,0,0.3563029170036316
gp_latent_0,0,0.07797130197286606
gp_latent_0,1,0.030488165095448494
gp_latent_0,2,-0.03626672178506851
gp_latent_0,3,-0.00285158003680408
gp_latent_0,4,-0.020475007593631744
gp_latent_0,5,-0.028213080018758774
gp_latent_0,6,9.000161662697792e-05
gp_latent_0,7,-0.01716112531721592
gp_latent_0,8,-0.04946355149149895
gp_latent_0,9,0.038457561284303665
gp_latent_0,10,0.009810312651097775
gp_latent_0,11,-0.0011233962140977383
gp_latent_0,12,-0.047172486782073975
gp_latent_0,13,-0.04895692318677902
gp_latent_0,14,-0.047339241951704025
gp_latent_0,15,0.021802417933940887
gp_latent_0,16,-0.0036339727230370045
gp_latent_0,17,0.0034955074079334736
gp_latent_0,18,0.034170959144830704
gp_latent_0,19,0.008008125238120556
gp_latent_0,20,0.02321578748524189
gp_latent_0,21,-0.039208654314279556
gp_latent_0,22,-0.0071791429072618484
gp_latent_0,23,-0.004486422520130873
gp_latent_0,24,-0.02727315202355385
gp_latent_0,25,0.038907818496227264
gp_latent_0,26,0.007365974597632885
gp_latent_0,27,-0.03869030252099037
gp_latent_0,28,-0.013705406337976456
gp_latent_0,29,-0.02275588922202587
gp_latent_0,30,-0.013440780341625214
gp_latent_0,31,0.0450289212167263
gp_latent_0,32,-0.010608593933284283
gp_latent_0,33,-0.014606572687625885
gp_latent_0,34,-0.0225959662348032
gp_latent_0,35,-0.040946539491415024
gp_latent_0,36,0.011064287275075912
gp_latent_0,37,0.002704289276152849
gp_latent_0,38,-0.02887090854346752
gp_latent_0,39,0.0041543287225067616
gp_latent_0,40,-0.020650207996368408
gp_latent_0,41,0.033335618674755096
gp_latent_0,42,-0.05270274356007576
gp_latent_0,43,-0.0085839182138443
gp_latent_0,44,0.00491340272128582
gp_latent_0,45,-0.025174083188176155
gp_latent_0,46,0.023865090683102608
gp_latent_0,47,0.016971778124570847
gp_latent_0,48,0.009763618931174278
gp_latent_0,49,0.004398828372359276
