param,index,value
kappa,0,0.03791511803865433
kappa,1,0.04497470706701279
kappa,2,0.03959515690803528
lengthscale,0,0.37310129404067993
lengthscale,1,0.3806467056274414
lengthscale,2,0.38011232018470764
gp_latent_0,0,0.022411365061998367
gp_latent_0,1,0.004939148668199778
gp_latent_0,2,-0.03429083898663521
gp_latent_0,3,0.015376080758869648
gp_latent_0,4,-0.01663891039788723
gp_latent_0,5,0.0051679410971701145
gp_latent_0,6,0.0014651790261268616
gp_latent_0,7,-0.0018820026889443398
gp_latent_0,8,-0.01087566465139389
gp_latent_0,9,-0.0010343766771256924
gp_latent_0,10,0.018362155184149742
gp_latent_0,11,0.002188739599660039
gp_latent_0,12,0.030903790146112442
gp_latent_0,13,0.02032201737165451
gp_latent_0,14,0.024767596274614334
gp_latent_0,15,0.025602588430047035
gp_latent_0,16,0.02023417502641678
gp_latent_0,17,-0.033563196659088135
gp_latent_0,18,0.002738922368735075
gp_latent_0,19,0.023692194372415543
gp_latent_0,20,0.014952467754483223
gp_latent_0,21,-0.006929970346391201
gp_latent_0,22,-0.00367204868234694
gp_latent_0,23,0.015599780716001987
gp_latent_0,24,-0.0033791041933000088
gp_latent_0,25,0.0017145010642707348
gp_latent_0,26,0.025325410068035126
gp_latent_0,27,-0.019764235243201256
gp_latent_0,28,0.010876240208745003
gp_latent_0,29,0.01388375274837017
gp_latent_0,30,0.02450403943657875
gp_latent_0,31,0.0034426164347678423
gp_latent_0,32,0.02186688408255577
gp_latent_0,33,0.0023498032242059708
gp_latent_0,34,-0.010335518047213554
gp_latent_0,35,0.020967042073607445
gp_latent_0,36,0.021897681057453156
gp_latent_0,37,-0.024144837632775307
gp_latent_0,38,0.04827311262488365
gp_latent_0,39,0.02990494668483734
gp_latent_0,40,0.04045870900154114
gp_latent_0,41,0.017922112718224525
gp_latent_0,42,0.0005265036597847939
gp_latent_0,43,-0.016287073493003845
gp_latent_0,44,0.03289273381233215
gp_latent_0,45,-0.028228750452399254
gp_latent_0,46,0.007178372237831354
gp_latent_0,47,-0.0030978526920080185
gp_latent_0,48,-0.0002908571623265743
gp_latent_0,49,-0.0019662969280034304
gp_latent_0,50,-0.002604290610179305
gp_latent_0,51,0.006759487092494965
gp_latent_0,52,-0.013799233362078667
gp_latent_0,53,0.04628394916653633
gp_latent_0,54,0.0004111003363505006
gp_latent_0,55,-0.010745463892817497
gp_latent_0,56,-0.03314561769366264
gp_latent_0,57,-0.012489669024944305
gp_latent_0,58,0.004934944678097963
gp_latent_0,59,0.005273777991533279
gp_latent_0,60,-0.03356670215725899
gp_latent_0,61,0.004576066043227911
gp_latent_0,62,0.023937536403536797
gp_latent_0,63,0.014259259216487408
gp_latent_0,64,0.0012033748207613826
gp_latent_0,65,-0.015732035040855408
gp_latent_0,66,-0.007361403666436672
gp_latent_0,67,0.00558443833142519
gp_latent_0,68,-0.009691644459962845
gp_latent_0,69,-0.011230982840061188
gp_latent_0,70,-0.0033814217895269394
gp_latent_0,71,-0.012619221583008766
gp_latent_0,72,-0.021069973707199097
gp_latent_0,73,0.005629425402730703
gp_latent_0,74,-0.014220846816897392
gp_latent_0,75,-0.02816452644765377
gp_latent_0,76,-0.012337041087448597
gp_latent_0,77,-0.029333705082535744
gp_latent_0,78,-0.02691560983657837
gp_latent_0,79,0.0030388624873012304
gp_latent_0,80,-0.0134078748524189
gp_latent_0,81,-0.03846345841884613
gp_latent_0,82,-0.03053697757422924
gp_latent_0,83,0.005608041770756245
gp_latent_0,84,-0.009729929268360138
gp_latent_0,85,-0.008422795683145523
gp_latent_0,86,0.019002579152584076
gp_latent_0,87,0.021488362923264503
gp_latent_0,88,-0.05027687922120094
gp_latent_0,89,0.0131707563996315
gp_latent_0,90,0.006566377356648445
gp_latent_0,91,0.014916369691491127
gp_latent_0,92,-0.028137989342212677
gp_latent_0,93,-0.038045190274715424
gp_latent_0,94,0.028208721429109573
gp_latent_0,95,-0.013276203535497189
gp_latent_0,96,0.010190149769186974
gp_latent_0,97,-0.0020149722695350647
gp_latent_0,98,0.01826619543135166
gp_latent_0,99,0.018531613051891327
gp_latent_0,100,0.017936261370778084
gp_latent_0,101,-0.0020436206832528114
gp_latent_0,102,0.0005692471750080585
gp_latent_0,103,0.0007903152145445347
gp_latent_0,104,-0.023642098531126976
gp_latent_0,105,0.001566373510286212
gp_latent_0,106,0.009208718314766884
gp_latent_0,107,-0.014991620555520058
gp_latent_0,108,-0.010771533474326134
gp_latent_0,109,-0.0012319879606366158
gp_latent_0,110,-0.004221740178763866
gp_latent_0,111,-0.002380691235885024
gp_latent_0,112,-0.027591783553361893
gp_latent_0,113,0.016283191740512848
gp_latent_0,114,-0.02751222252845764
gp_latent_0,115,0.023637941107153893
gp_latent_0,116,0.006581702269613743
gp_latent_0,117,0.0031539583578705788
gp_latent_0,118,-0.0047132233157753944
gp_latent_0,119,0.04024244844913483
gp_latent_0,120,-0.013930583372712135
gp_latent_0,121,0.01611853390932083
gp_latent_0,122,0.02636162005364895
gp_latent_0,123,-0.02064872719347477
gp_latent_0,124,0.011512724682688713
gp_latent_0,125,-0.017893288284540176
gp_latent_0,126,-0.005852949805557728
gp_latent_0,127,0.019339952617883682
gp_latent_0,128,-0.00814158096909523
gp_latent_0,129,-0.00580761069431901
gp_latent_0,130,0.0025290907360613346
gp_latent_0,131,0.020059529691934586
gp_latent_0,132,-0.004647635389119387
gp_latent_0,133,0.03198317065834999
gp_latent_0,134,0.017507117241621017
gp_latent_0,135,0.011519573628902435
gp_latent_0,136,-0.01223808154463768
gp_latent_0,137,-0.023225117474794388
gp_latent_0,138,0.001180815976113081
gp_latent_0,139,-0.01873895712196827
gp_latent_0,140,0.04129425808787346
gp_latent_0,141,-0.045310355722904205
gp_latent_0,142,-0.0043893903493881226
gp_latent_0,143,-0.0037198327481746674
gp_latent_0,144,0.019682712852954865
gp_latent_0,145,-0.057240020483732224
gp_latent_0,146,-0.05005436763167381
gp_latent_0,147,-0.005232296884059906
gp_latent_0,148,-0.015623674727976322
gp_latent_0,149,0.014434533193707466
gp_latent_0,150,0.055705178529024124
gp_latent_0,151,0.005131214391440153
gp_latent_0,152,-0.023340163752436638
gp_latent_0,153,0.011791541241109371
gp_latent_0,154,-0.027020307257771492
gp_latent_0,155,-0.028050053864717484
gp_latent_0,156,-0.014891465194523335
gp_latent_0,157,-0.012978713028132915
gp_latent_0,158,-0.017223233357071877
gp_latent_0,159,0.010845642536878586
gp_latent_0,160,-0.02136596292257309
gp_latent_0,161,-0.004163614474236965
gp_latent_0,162,0.03103538043797016
gp_latent_0,163,0.037338271737098694
gp_latent_0,164,0.016888342797756195
gp_latent_0,165,0.022628873586654663
gp_latent_0,166,-0.005423896014690399
gp_latent_0,167,0.009938141331076622
gp_latent_0,168,-0.04625065624713898
gp_latent_0,169,-0.004417582415044308
gp_latent_0,170,-0.03830141946673393
gp_latent_0,171,-0.009942471981048584
gp_latent_0,172,0.007823902182281017
gp_latent_0,173,-0.007431618869304657
gp_latent_0,174,-0.010381904430687428
gp_latent_0,175,-0.00291601219214499
gp_latent_0,176,-0.007927820086479187
gp_latent_0,177,-0.01076284609735012
gp_latent_0,178,0.004882853478193283
gp_latent_0,179,0.028261559084057808
gp_latent_0,180,-0.003983500879257917
gp_latent_0,181,0.021707499399781227
gp_latent_0,182,0.032232630997896194
gp_latent_0,183,0.0037006244529038668
gp_latent_0,184,-0.00046319421380758286
gp_latent_0,185,-0.007945874705910683
gp_latent_0,186,0.006665960885584354
gp_latent_0,187,-0.0029415120370686054
gp_latent_0,188,0.010183311998844147
gp_latent_0,189,0.001398312859237194
gp_latent_0,190,0.039207376539707184
gp_latent_0,191,-0.005244572646915913
gp_latent_0,192,0.005682263523340225
gp_latent_0,193,0.02121235616505146
gp_latent_0,194,-0.009203294292092323
gp_latent_0,195,0.03716520592570305
gp_latent_0,196,0.029068294912576675
gp_latent_0,197,0.0008365113753825426
gp_latent_0,198,0.021140113472938538
gp_latent_0,199,0.008862902410328388
gp_latent_0,200,0.008281949907541275
gp_latent_0,201,-0.005422714166343212
gp_latent_0,202,0.04458695277571678
gp_latent_0,203,-0.00045341113582253456
gp_latent_0,204,0.015969201922416687
gp_latent_0,205,-0.00011552125215530396
gp_latent_0,206,0.06014062091708183
gp_latent_0,207,0.03881070762872696
gp_latent_0,208,0.010906667448580265
gp_latent_0,209,0.011892138049006462
gp_latent_0,210,-0.02244703471660614
